x1,y
60001,10355.444444444445
60002,4933.333333333333
60003,13276.666666666666
60004,4571.888888888889
60005,8140.888888888889
60006,11976.333333333334
60007,12031.111111111111
60008,8509.777777777777
60009,12275.555555555555
60010,4987.444444444444
60011,3538.777777777778
60012,4989.888888888889
60013,7555.444444444444
60014,3616.5555555555557
60015,9177.555555555555
60016,3725.8888888888887
60017,2100.8888888888887
60018,4404.111111111111
60019,2704.777777777778
60020,12987.777777777777
60021,3359.777777777778
60022,6525.333333333333
60023,9477.444444444445
60024,6786.555555555556
60025,9858.666666666666
60026,9671.333333333334
60027,14528.222222222223
60028,12005.444444444445
60029,2198.6666666666665
60030,2885.4444444444443
60031,3027.1111111111113
60032,7226.555555555556
60033,12442.222222222223
60034,9050.0
60035,13352.111111111111
60036,1942.2222222222222
60037,9745.111111111111
60038,9925.888888888889
60039,5239.666666666667
60040,2122.222222222222
60041,6377.444444444444
60042,6777.555555555556
60043,3305.4444444444443
60044,8704.333333333334
60045,2849.3333333333335
60046,3737.6666666666665
60047,5810.777777777777
60048,11636.444444444445
60049,4310.888888888889
60050,3270.8888888888887
60051,2552.3333333333335
60052,3355.5555555555557
60053,4155.111111111111
60054,7721.0
60055,7507.222222222223
60056,14296.666666666666
60057,4419.666666666667
60058,8865.444444444445
60059,7083.333333333333
60060,9144.222222222223
60061,11487.666666666666
60062,10865.444444444445
60063,6577.555555555556
60064,6597.666666666667
60065,4231.0
60066,1647.7777777777778
60067,4766.555555555556
60068,2921.0
60069,12125.444444444445
60070,2809.777777777778
60071,9348.777777777777
60072,8027.666666666667
60073,9608.888888888889
60074,10869.666666666666
60075,12776.555555555555
60076,2272.1111111111113
60077,8866.444444444445
60078,16681.0
60079,7005.555555555556
60080,5113.333333333333
60081,5376.555555555556
60082,4883.333333333333
60083,7982.222222222223
60084,2761.1111111111113
60085,6327.555555555556
60086,4937.555555555556
60087,8259.666666666666
60088,7954.222222222223
60089,2280.8888888888887
60090,8437.333333333334
60091,3233.3333333333335
60092,4698.666666666667
60093,5576.666666666667
60094,11114.222222222223
60095,9388.888888888889
60096,6769.888888888889
60097,5266.555555555556
60098,5322.222222222223
60099,5941.666666666667
60100,7815.444444444444
60101,5233.111111111111
60102,12232.666666666666
60103,3448.6666666666665
60104,7588.666666666667
60105,2758.8888888888887
60106,9484.333333333334
60107,4017.6666666666665
60108,15172.111111111111
60109,15041.777777777777
60110,7858.888888888889
60111,10365.555555555555
60112,12779.888888888889
60113,12798.777777777777
60114,9997.444444444445
60115,13042.444444444445
60116,9037.666666666666
60117,10858.555555555555
60118,10022.0
60119,2131.0
60120,1766.6666666666667
60121,9973.0
60122,13155.222222222223
60123,8248.666666666666
60124,3911.1111111111113
60125,9818.222222222223
60126,5227.444444444444
60127,3786.5555555555557
60128,2038.7777777777778
60129,3887.777777777778
60130,4683.222222222223
60131,9904.333333333334
60132,7760.777777777777
60133,16233.111111111111
60134,2883.1111111111113
60135,6087.777777777777
60136,3094.4444444444443
60137,8287.666666666666
60138,5008.777777777777
60139,5131.0
60140,7272.111111111111
60141,12031.111111111111
60142,12760.0
60143,8116.666666666667
60144,7733.666666666667
60145,7973.222222222223
60146,12377.777777777777
60147,15377.777777777777
60148,5765.555555555556
60149,15570.0
60150,5108.444444444444
60151,9620.777777777777
60152,9509.777777777777
60153,2433.0
60154,7616.555555555556
60155,3172.1111111111113
60156,16984.444444444445
60157,11355.555555555555
60158,16230.333333333334
60159,2909.8888888888887
60160,8443.111111111111
60161,4061.1111111111113
60162,11620.888888888889
60163,8224.111111111111
60164,1809.7777777777778
60165,5566.555555555556
60166,4922.222222222223
60167,2853.222222222222
60168,5827.666666666667
60169,6746.0
60170,4688.666666666667
60171,3154.4444444444443
60172,2782.0
60173,7653.0
60174,8583.111111111111
60175,7687.666666666667
60176,8217.555555555555
60177,9113.222222222223
60178,3223.6666666666665
60179,3604.0
60180,3148.8888888888887
60181,7377.0
60182,3984.222222222222
60183,2864.222222222222
60184,4693.444444444444
60185,2320.8888888888887
60186,14454.444444444445
60187,8188.888888888889
60188,3081.1111111111113
60189,16443.222222222223
60190,2535.4444444444443
60191,3082.1111111111113
60192,4182.222222222223
60193,4360.888888888889
60194,13002.222222222223
60195,3217.1111111111113
60196,15509.888888888889
60197,4377.666666666667
60198,7505.444444444444
60199,5572.0
60200,11443.0
60201,11022.0
60202,5172.111111111111
60203,4044.4444444444443
60204,3454.222222222222
60205,4194.111111111111
60206,20389.88888888889
60207,5010.888888888889
60208,7444.444444444444
60209,3482.0
60210,8561.111111111111
60211,13118.333333333334
60212,5114.777777777777
60213,4403.222222222223
60214,11643.888888888889
60215,6564.333333333333
60216,5503.333333333333
60217,4298.777777777777
60218,4816.555555555556
60219,5338.777777777777
60220,2693.0
60221,4366.666666666667
60222,2078.5555555555557
60223,5436.111111111111
60224,2759.777777777778
60225,8432.222222222223
60226,13197.777777777777
60227,3160.8888888888887
60228,9099.777777777777
60229,7126.333333333333
