x1,y
60001,4332.230674386191
60002,3872.9776279069765
60003,22756.489813664597
60004,6743.566852923568
60005,6635.280967677173
60006,10786.037979218918
60007,8870.26244844583
60008,6267.315657179924
60009,10219.127601099333
60010,8453.573198300028
60011,3804.248132554665
60012,3804.248132554665
60013,3872.9776279069765
60014,6267.315657179924
60015,12020.460926193922
60016,3803.1940865641513
60017,3804.248132554665
60018,3803.1940865641513
60019,3803.1940865641513
60020,6498.939961575408
60021,3803.1940865641513
60022,6498.939961575408
60023,13133.670103092783
60024,6635.280967677173
60025,12021.842412451362
60026,8713.084589975586
60027,12750.32958712883
60028,13324.632020845396
60029,3803.1940865641513
60030,3803.1940865641513
60031,3849.9172714078372
60032,7051.669805844031
60033,23170.894916078814
60034,13374.595306239267
60035,9840.500622858923
60036,3803.1940865641513
60037,16476.437119675455
60038,4378.642133365694
60039,9537.962015595464
60040,3804.248132554665
60041,6218.779022204909
60042,3804.248132554665
60043,8055.477246543779
60044,3804.248132554665
60045,3803.1940865641513
60046,6250.94578313253
60047,7582.1111955695515
60048,12023.044326241135
60049,8668.206554979392
60050,8300.357322499516
60051,3803.1940865641513
60052,7404.492794376099
60053,7520.921691560637
60054,4332.230674386191
60055,8406.90530846485
60056,15398.855047821466
60057,6743.566852923568
60058,4186.472632448621
60059,7582.1111955695515
60060,17682.139871924504
60061,10436.057440869692
60062,14759.866534849234
60063,6635.280967677173
60064,4213.183904481315
60065,11482.091527599487
60066,6451.291110608459
60067,6635.280967677173
60068,3803.1940865641513
60069,6818.622133027523
60070,3803.1940865641513
60071,7465.4028641417
60072,4291.792357332659
60073,6267.315657179924
60074,16038.728454742457
60075,9923.502597065317
60076,6250.94578313253
60077,10599.117049114331
60078,9128.045637583893
60079,7536.511506080449
60080,3803.1940865641513
60081,6218.779022204909
60082,3803.1940865641513
60083,15642.824672284643
60084,3804.248132554665
60085,4186.472632448621
60086,7582.1111955695515
60087,3804.248132554665
60088,3803.1940865641513
60089,3803.1940865641513
60090,10786.037979218918
60091,3919.202691055353
60092,3804.248132554665
60093,9977.210346365393
60094,21767.94863964464
60095,9840.500622858923
60096,12020.460926193922
60097,3803.1940865641513
60098,3872.9776279069765
60099,10382.530055625337
60100,6267.315657179924
60101,9537.962015595464
60102,12999.496904024767
60103,3804.248132554665
60104,17790.357939914164
60105,3907.5903224247113
60106,10677.231974731216
60107,6267.315657179924
60108,12020.460926193922
60109,9128.045637583893
60110,11482.091527599487
60111,6301.800514563999
60112,4332.230674386191
