x1,y
60001,11433.538071913614
60002,8904.748193417847
60003,23752.95001005834
60004,11433.538071913614
60005,8904.748193417847
60006,15387.82313601446
60007,12496.211167211168
60008,8904.748193417847
60009,16808.689173896644
60010,13063.437804165855
60011,7180.033414337789
60012,6337.2727605788605
60013,8681.098041677127
60014,7461.65810245272
60015,15172.544042365402
60016,5581.5234332538985
60017,8904.748193417847
60018,5581.5234332538985
60019,5804.531245447924
60020,13063.437804165855
60021,5581.5234332538985
60022,12805.88362507058
60023,21342.76133085454
60024,9653.246133451172
60025,19261.408549365693
60026,15387.82313601446
60027,16808.689173896644
60028,16808.689173896644
60029,5581.5234332538985
60030,6091.352691593742
60031,8904.748193417847
60032,12805.88362507058
60033,23530.45337322055
60034,18204.89677829589
60035,12496.211167211168
60036,5804.531245447924
60037,16808.689173896644
60038,12804.210452251553
60039,17087.95599610382
60040,8904.748193417847
60041,9653.246133451172
60042,7180.033414337789
60043,7461.65810245272
60044,6191.3112969084195
60045,5944.751519243754
60046,7223.277467827122
60047,11433.538071913614
60048,15541.204022150976
60049,15465.889705882353
60050,8382.135029354207
60051,5581.5234332538985
60052,6271.735581468642
60053,11341.579494007989
60054,10915.06654248163
60055,7774.097817908201
60056,22150.82205550295
60057,7461.65810245272
60058,7180.033414337789
60059,12804.210452251553
60060,20099.12065878983
60061,12036.77177329413
60062,18883.60200668896
60063,9653.246133451172
60064,7180.033414337789
60065,17087.95599610382
60066,7217.344182657274
60067,10915.06654248163
60068,5581.5234332538985
60069,12805.88362507058
60070,5581.5234332538985
60071,8904.748193417847
60072,8904.748193417847
60073,7223.277467827122
60074,22272.381218673625
60075,19698.371098537194
60076,7217.344182657274
60077,15465.889705882353
60078,10270.437950465208
60079,7461.65810245272
60080,5944.751519243754
60081,9653.246133451172
60082,5944.751519243754
60083,21903.250342371954
60084,5944.751519243754
60085,6337.2727605788605
60086,11433.538071913614
60087,5804.531245447924
60088,5581.5234332538985
60089,6091.352691593742
60090,16054.644786782765
60091,7461.65810245272
60092,6271.735581468642
60093,15465.889705882353
60094,22665.29567212247
60095,9037.323834623621
60096,12983.685579196217
60097,5581.5234332538985
60098,7180.033414337789
60099,19261.408549365693
60100,8904.748193417847
60101,15172.544042365402
60102,22312.630575329677
60103,7461.65810245272
60104,21033.669376244194
60105,5581.5234332538985
60106,15387.82313601446
60107,7502.23832133558
60108,15285.121597770552
60109,10497.066583696329
60110,15541.204022150976
60111,10549.948384030418
60112,15792.385874563179
60113,15541.204022150976
60114,7774.097817908201
60115,22443.85374735973
60116,20538.241437453893
60117,10270.437950465208
60118,11341.579494007989
60119,5581.5234332538985
60120,8904.748193417847
60121,13862.53486657821
60122,19261.408549365693
60123,16390.85140053806
60124,6091.352691593742
60125,9653.246133451172
60126,13628.133642261353
60127,6091.352691593742
60128,5581.5234332538985
60129,7223.277467827122
60130,11433.538071913614
60131,7686.680998145338
60132,7461.65810245272
60133,18204.89677829589
60134,7461.65810245272
60135,7217.344182657274
60136,5581.5234332538985
60137,15387.82313601446
60138,7217.344182657274
60139,12200.139668636555
60140,7180.033414337789
60141,11341.579494007989
60142,19098.44112769486
60143,15465.889705882353
60144,10915.06654248163
60145,15172.544042365402
60146,15541.204022150976
60147,20538.241437453893
60148,8904.748193417847
60149,7686.680998145338
60150,17533.602988324965
60151,7223.277467827122
60152,8904.748193417847
60153,5581.5234332538985
60154,22665.29567212247
60155,5581.5234332538985
60156,24035.50389426481
60157,19261.408549365693
60158,11898.216636818379
60159,6191.3112969084195
60160,8904.748193417847
60161,6337.2727605788605
60162,23530.45337322055
60163,13477.465531391055
60164,6337.2727605788605
60165,6134.630395683454
60166,10915.06654248163
60167,7180.033414337789
60168,7217.344182657274
60169,15541.204022150976
60170,11752.419383653416
60171,4828.289639381797
60172,7686.680998145338
60173,5581.5234332538985
60174,17087.95599610382
60175,6337.2727605788605
60176,21342.76133085454
60177,21342.76133085454
60178,5581.5234332538985
60179,6091.352691593742
60180,6337.2727605788605
60181,12358.86739780658
60182,8904.748193417847
60183,6091.352691593742
60184,7461.65810245272
60185,6191.3112969084195
60186,10497.066583696329
60187,10915.06654248163
60188,11433.538071913614
60189,6134.630395683454
60190,17087.95599610382
60191,7502.23832133558
60192,6191.3112969084195
60193,11433.538071913614
60194,15387.82313601446
60195,5581.5234332538985
60196,15541.204022150976
60197,12496.211167211168
60198,15387.82313601446
60199,10020.008117249154
60200,10497.066583696329
60201,22665.29567212247
60202,5581.5234332538985
60203,11433.538071913614
60204,6091.352691593742
60205,6337.2727605788605
60206,16808.689173896644
60207,11341.579494007989
60208,12036.77177329413
60209,11898.216636818379
60210,15614.99880239521
60211,10838.989795918367
60212,7180.033414337789
60213,7217.344182657274
60214,13063.437804165855
60215,7223.277467827122
60216,12804.210452251553
60217,7774.097817908201
60218,20538.241437453893
60219,13063.437804165855
60220,5581.5234332538985
60221,7180.033414337789
60222,5581.5234332538985
60223,7461.65810245272
60224,6134.630395683454
60225,8904.748193417847
60226,22312.630575329677
60227,6337.2727605788605
60228,19098.44112769486
60229,16390.85140053806
60230,15541.204022150976
60231,11341.579494007989
60232,6582.622128457571
60233,5804.531245447924
60234,7180.033414337789
60235,7217.344182657274
60236,5581.5234332538985
60237,15541.204022150976
60238,7533.047052740434
60239,5804.531245447924
60240,5944.751519243754
60241,6091.352691593742
60242,7461.65810245272
60243,6091.352691593742
60244,5804.531245447924
60245,6091.352691593742
60246,7686.680998145338
60247,13063.437804165855
60248,6091.352691593742
60249,12804.210452251553
60250,7180.033414337789
60251,7461.65810245272
60252,5581.5234332538985
60253,7686.680998145338
60254,15614.99880239521
60255,5804.531245447924
60256,18204.89677829589
60257,10915.06654248163
60258,13477.465531391055
60259,22665.29567212247
60260,11433.538071913614
60261,24035.50389426481
60262,6337.2727605788605
60263,9037.323834623621
60264,8904.748193417847
60265,12804.210452251553
60266,20538.241437453893
60267,12804.210452251553
60268,9653.246133451172
60269,5581.5234332538985
60270,5581.5234332538985
60271,22472.89328766599
60272,5581.5234332538985
60273,7223.277467827122
60274,7223.277467827122
60275,15465.889705882353
60276,12804.210452251553
60277,11693.87491783266
60278,15387.82313601446
60279,11433.538071913614
60280,13862.53486657821
60281,19698.371098537194
60282,6337.2727605788605
60283,8785.6236481615
60284,7223.277467827122
60285,5581.5234332538985
60286,7461.65810245272
60287,8904.748193417847
60288,7461.65810245272
60289,10497.066583696329
60290,8904.748193417847
60291,7180.033414337789
60292,7223.277467827122
60293,8904.748193417847
60294,19261.408549365693
60295,12200.139668636555
60296,12200.139668636555
60297,12805.88362507058
60298,11433.538071913614
60299,23411.573262413454
60300,7180.033414337789
60301,8904.748193417847
60302,6337.2727605788605
60303,11341.579494007989
60304,21478.387881797866
60305,10915.06654248163
60306,7223.277467827122
60307,13852.522406234779
